Author,Rating,Review,Restaurant,Location
HKhee,"Rated 5.0 out of 5,",Very good drinks; would love to try all of them! 👍,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Evens Levesque,"Rated 5.0 out of 5,","What a nice surprise in Ipoh: cute hidden bar with delicious cocktails! And the music was also very good, thanks to the DJ that night!",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Menns B C TEO,"Rated 5.0 out of 5,","must come, my gf like it...here no James Bond, but Miss Bond, …Moremust come, my gf like it...here no James Bond, but Miss Bond,no time to die, this place need to call for booking 1st...",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Jessy cmf,"Rated 5.0 out of 5,",Great place to chill in Ipoh!  Thanks for being so friendly and helpful in providing board games and unlimited kacang putih.  Definitely matching with kl speakeasy bar.,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
S Chuah,"Rated 3.0 out of 5,","Very slow service due to only 1 barman making cocktails (was told later that the other barman was on emergency leave).No seats for 2 of us, so have to stand at bar for more than 30 minutes for our …MoreVery slow service due to only 1 barman making cocktails (was told later that the other barman was on emergency leave).No seats for 2 of us, so have to stand at bar for more than 30 minutes for our first drink.  Our 2 drinks appeared like 5 minutes apart, so I was made to watch my partner drink first.Consolation is that the drinks are reasonably ""stiff"", so got a decent kick off them, which are what we need after that long wait.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Vimal Gan,"Rated 4.0 out of 5,",Great place to chill. Amazing vibes. Good people great service. They can modify ur drinks as per request.,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Susie Kuan,"Rated 3.0 out of 5,",Drinks was good and reasonable time as we were the only table there at 9.30pm on Friday. A couple walks in and we saw the waiter go over to offer the lady a rose. My friend and I were a bit stunned when he came over and offered my friend …MoreDrinks was good and reasonable time as we were the only table there at 9.30pm on Friday. A couple walks in and we saw the waiter go over to offer the lady a rose. My friend and I were a bit stunned when he came over and offered my friend one but not me! What's going on? Did they make the assumption that we are a lesbian couple (we are not) or that I am butch (I am not). Left feeling quite hurt,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
North Tacoma Kitchen&Bath,"Rated 5.0 out of 5,","Great place to chill and excellent twist of unusaual cocktails. It was empty but we occupied out time with the selection of board games. I know the term ""speak easy"" is for a hidden bar from the boot legging days, but I think some advertising and signage would really help this business.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Timothy Foong,"Rated 5.0 out of 5,","Great quality drinks and fantastic service at an extremely reasonable price. The bar was centrally located yet quiet. They definitely surprised us with the quality and creativity of their drinks, and we wouldn't hesitate to return.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Sunny Chong,"Rated 5.0 out of 5,","Finally! Ipoh with a cocktail place.I was there during Chinese New Year. I was introduced by a friend from KL (even …MoreFinally! Ipoh with a cocktail place.I was there during Chinese New Year. I was introduced by a friend from KL (even though I was born & raised in Ipoh)Love the menu, with the price you pay you are able to get a large sized cocktail which is a pretty good deal for me. Love the fact they used paper straws instead of plastics. *Big thumbs up. Their drinks are decorated fairly nice too.The obiance is toward the dark mysterious type. I was a little too dark for me but when you're seated the lights are just right. The music was a little hard for me to digest, maybe some softer house music would go awesome with the atmosphere.Had a chat with the owner. Great vibe I wish there were some bar stool for people who enjoy drinking alone, that'll be great!Last but not least the owner told me there's cocktail events where famous mixologist would be there.Keep up the great work!",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Gaurav Nagar,"Rated 2.0 out of 5,","Nice place, quite hidden (was fun to find)Service is good, drinks came quickly. …MoreNice place, quite hidden (was fun to find)Service is good, drinks came quickly.However, the waiter wasn't able to give any recommendations, the drinks are below average.There were mosquitoes biting us, this should not happen at an ""atas"" place.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Marcus,"Rated 2.0 out of 5,","The pace is pretty cool but they were still setting up the bar when we arrived, which is odd because they shouldn’t be open if the bar isn’t ready.  It took almost 30 min to get our first round of drinks and the place wasn’t busy. We …MoreThe pace is pretty cool but they were still setting up the bar when we arrived, which is odd because they shouldn’t be open if the bar isn’t ready.  It took almost 30 min to get our first round of drinks and the place wasn’t busy. We cancelled our second order because we waited 15 min for them and they still didn’t come. Wanted to like this place but the service was just way too slow.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Ronald Mulder,"Rated 5.0 out of 5,","Hidden away on the second floor, above a fairly run-of-the-mill diner, you'll find this cocktail bar. Not only do they mix the best cocktails in Ipoh (by far), but they also win in interior decorating. Once you climb the stairs and step through the curtains, you'll be teleported to a stylish 1920's salon. Brilliant!",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Luis Chong,"Rated 5.0 out of 5,","Nice ambience to bring your partner , unique cocktails found no where else. Really enjoyed. Will come back again when visit Ipoh",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Kirthiga Mano,"Rated 4.0 out of 5,","Good space and Quality Service.Perfect place if you want a private place away from the hustle and bustle of life. …MoreGood space and Quality Service.Perfect place if you want a private place away from the hustle and bustle of life.Drinks have an interesting malaysian twist to it but are slightly expensive.Nevertheless, a place worth checking out.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Joey Lawton,"Rated 5.0 out of 5,","Great cocktails. Some nice twists on classics, plus some inventive new concoctions. Modestly priced for the quality. Fun, vintage atmosphere. Friendly service.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Dermot O'Beirne,"Rated 5.0 out of 5,","A good cocktail bar with original mixes. Service good. Was hard to find, however, which is maybe why it was quiet on a Saturday night - which actually nice. The attached photo probably says it all!!",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Thomas Trouwborst,"Rated 5.0 out of 5,","This is a very nice place to go. It has a lot of style and flavour in the drinks and you can tell that the people here like to experiment with ingredients to get amazing results. It's really nice to see a place that doesn't just have the …MoreThis is a very nice place to go. It has a lot of style and flavour in the drinks and you can tell that the people here like to experiment with ingredients to get amazing results. It's really nice to see a place that doesn't just have the standard cocktails, but has drinks on their menu that reflect and match the flavours that you can find in the famous Ipoh cuisine. The looks of this place, combined with the music, give it a very nice and relaxed atmosphere to enjoy. Ipoh was a very nice city before, but this is the kind of thing it was missing. There's a lot of good things to say about this place, but the best advice i could give you is to just go and enjoy it. Enjoy a few drinks here to prolong your evening of amazing Ipoh flavour, this place is a must-go!  :)",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Prathib gopal,"Rated 5.0 out of 5,",A really cozy place for a night out.,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Mey Than,"Rated 5.0 out of 5,","You can't miss this bar in Ipoh! Love the cozy vibes here, perfect for a glass or two.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Linus Chew,"Rated 5.0 out of 5,",Discreet door that opens into a world of drinks plus good company.,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
yanny wong,"Rated 5.0 out of 5,",AtasSpeakeasy is one of my favourite place to chill at night. Attended one of  their sip n sketch class last month and it was so fun and worth the price! The free flow wine was quite good too. They are having another class soon and i hope i’ll be free to join in with my friend. Cheers x good luck Atas!,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Desmond Loh,"Rated 4.0 out of 5,",Great environment but the cocktail needs some tweaking and a little more punch. I wish bigger ice cubes or balls were used for the classic cocktails like old fashioned and negroni.,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Phil Harwood,"Rated 5.0 out of 5,","Great cocktails and music, impossible to find! Ask one of the waiters at Konda Kondi - they should point you to a sliding door that leads upstairs to Atas.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
affida isha (Fid),"Rated 5.0 out of 5,","For a  few drinks, this is the most coziest place in ipoh i ever think of.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
First Last,"Rated 5.0 out of 5,","Probably the only place of this kind in the centre of Ipoh. Nice decoration (the lighting can be improved a bit as it’s difficult to see), but the cocktails were really nice and the prices quite good also. Loved Como antes.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Dhanendra Sivarajah,"Rated 5.0 out of 5,",Great place with good selection of cocktails.,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Yasser Nazir,"Rated 3.0 out of 5,","Ok place, there is no food inside but a partnership with the restaurant downstairs, if it’s full house, it can take quite a long time, not a great place for big groups but small groups that enjoy drinks and light music is a good vibe.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Rory O Connor,"Rated 4.0 out of 5,","Nice cocktails, but the service that night was very slow, only one bar man on, with a decent about of people around.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Bahunu Apanna,"Rated 5.0 out of 5,",Recommended place for a drink and casual chat. Interesting choices of drinks. Owners are friendly. Pleasant staffs. A big 5 star for this place.,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Milad Fakour,"Rated 5.0 out of 5,","One of the best places in ipoh for hangingout with friends. Friendly staffs, excellent service, cozy and lovely atmosphere.""Big Moano"" strongly recommended",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Melissa Sebastian,"Rated 4.0 out of 5,","Service was great, cocktails were unique.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Jimmy Eng Cheng Chuan,"Rated 5.0 out of 5,",A good example of local and premium beverage turn cocktail into an art form that burst in your mouth full of flavour.,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Jonás Ansó,"Rated 5.0 out of 5,",Nice atmosphere and good cocktails,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Polin Ooi,"Rated 5.0 out of 5,",Really cool as we couldn't find the door! Was fun running around. Drinks are special too using tuak etc,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Ong Jo Ern,"Rated 5.0 out of 5,","A nice hidden speakeasy for hangout with friends. Would prefer if the place is slightly more well lit, it was too dim for comfort.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Gourvil Jean-Baptiste,"Rated 5.0 out of 5,","I had great fun at Atas. Nice staff, awesome cocktails. Definitely recommend.",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Aidan Flynn,"Rated 5.0 out of 5,","Amazing cocktails, amazing staff, very well priced, an absolute must if visiting Ipoh!",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Sascha Bouwknegt,"Rated 5.0 out of 5,","Hidden gem, cocktails are wonderful in very carefully chosen interior which creates a mysterious atmosphere.WOW!",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Rafi Rahman,"Rated 5.0 out of 5,","Best atmosphere, good quality drinks and liquors, best place to hang out with friends",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Stan Yau,"Rated 4.0 out of 5,",Cosy. Good place for a chill out and the music compliment the ambience of this cocktail bar,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Andrew Oh,"Rated 5.0 out of 5,",Cool place...some interesting cocktails... I liked the White Rajah,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Chi Ming,"Rated 4.0 out of 5,",Drinks were fine but the place is too dark.,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Stefan Heimgartner,"Rated 5.0 out of 5,","Very nice place, good staff, nice cocktails!",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Spencer Chong,"Rated 5.0 out of 5,","Great ambience, fast service and interesting cocktails!",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Teh Sean,"Rated 5.0 out of 5,","Quality drinks, nice ambience, great service",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
isabel thong,"Rated 5.0 out of 5,",It was good to have classes like this in a bar. Loving it!,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Joshua Ivanovic,"Rated 5.0 out of 5,",Brilliant bar,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Jeremy Teoh,"Rated 1.0 out of 5,",Wouldn't pay another visit.,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
MC Fred,"Rated 5.0 out of 5,","Good services, reasonable price, nice place.  Friendly boss...",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Berverly Gordon,"Rated 5.0 out of 5,","Best cocktails , for the cocktailers",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Jen Chong Wong,"Rated 4.0 out of 5,",Hidden AND Speakeasy,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Gnoh Garyeong,"Rated 5.0 out of 5,",Chill,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Sunil Linus,"Rated 5.0 out of 5,",Went for a drink over there..Parking was easy but it's kinda hard to locate the particular bar as it was private with no clear singage.. …MoreWent for a drink over there..Parking was easy but it's kinda hard to locate the particular bar as it was private with no clear singage..It's an invite only kinda bar..make a reservation and once you're there give them a call and they will unlock the door for you..Overall surrounding was old school type of bar with limited seating and a variety of menu..The staff were good and attentive to customers with explaining the menu...Price is okay with the environment..They will ask for how strong would you like your drink..Definitely worth a visit..Had the Thrift Store and White Rajah..The price was RM76.00 for both drinks..They do have some snack menus with light appetisers..,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
裕婷,"Rated 5.0 out of 5,","(Translated by Google) Secret style, bar tender is very nice and very nice, and the proprietress will deliver snacks. Very comfortable with lots of flowers💐 …More(Translated by Google) Secret style, bar tender is very nice and very nice, and the proprietress will deliver snacks. Very comfortable with lots of flowers💐(Original)隐秘式，bar tender很好很nice，老板娘会送小吃。很舒服很多鲜花💐",Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Pigg Simon,"Rated 5.0 out of 5,",(Translated by Google) A great cocktail bar that is designed for all cocktails(Original)全てのカクテルに一工夫されている素晴らしいカクテルバー,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Ms Ho,"Rated 5.0 out of 5,",,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
tengwee lim,"Rated 5.0 out of 5,",,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Shiran Sukumar,"Rated 5.0 out of 5,",,Atas Speakeasy,"37, Jalan Theatre, Taman Jubilee, Ipoh, Perak"
Kh Wan,"Rated 4.0 out of 5,","This place never fails to give their best. Good food and ambience. Roadside parking but across the street there is a RM3 parking lot. Can be quite busy, so do call for reservations.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Rosy Lim,"Rated 5.0 out of 5,",Yummylicious dishes. Price is reasonable and waiter are very attentive,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Mei Lin Siew,"Rated 4.0 out of 5,",Good restaurant-class food at reasonable prices. Excellent crispy skinned roast pork - a must try.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
thomas sim,"Rated 3.0 out of 5,","Overall so so.""Sam ping"" three mix, we order mid size yet the portion are little and not cheap.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Thoa Kim Ngoc Nguyen,"Rated 5.0 out of 5,","One of the best Cantonese restaurants in town. You should try when you are in Ipoh. …MoreOne of the best Cantonese restaurants in town. You should try when you are in Ipoh.They serve quick and well.Price is so reasonable for the quality and quantity.We were there for dinner and feel sastified.The only thing made us confused is the resraurant have no English menu. When we asked for it, the staff went inside then brought us a list of food on some A4 papers (looked like they just printed them out 😅) and told us the price on the list is not correct, the real price will be less than 😅😅😅.Anyway, they helped out a lot, cause we do not speak Chinese.Appreciate it and highly recommended!",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Pew Pew,"Rated 4.0 out of 5,","Its quite an ""atas"" place for above average chinese cuisine. Portion was quite generous. The food looked and smelled great but tasted ok. Ordered their singapore vermicilli, tuck kee noodles and roasted pork fried rice in shrimp paste. Only the tuck kee noodle tasted lived up to expectation.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Derek,"Rated 3.0 out of 5,",Food's okay. Not as before. Probably due to dine in just being allowed. Hope it could get back to how it was soon.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Jerry Tan,"Rated 1.0 out of 5,","Staff are rude and unmannered. Requested them to recommend their good dishes but end up getting the least popular dishes to clear out stock. Had our plates forcefully collected even before we finished eating, a very unacceptable action. …MoreStaff are rude and unmannered. Requested them to recommend their good dishes but end up getting the least popular dishes to clear out stock. Had our plates forcefully collected even before we finished eating, a very unacceptable action. Especially one plump middle aged female waitress is really terrible. Food was not decent and slightly overpriced. Was disappointed given the ""good "" reviews here.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
DR. ALVIN TUNG,"Rated 5.0 out of 5,","Amazing lunch! Very civilized surroundings to eat indoors with air conditioning.  Professional, courteous and attentive staff. The food was absolutely perfect including the nuts to nibble on while you are waiting. An absolutely perfect dining experience. Try their signature tofu and roast duck",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Pinky C,"Rated 5.0 out of 5,",Great place for chinese made to order dishes. The restaurant has 2 floors. All air conditioned. There are also electric chair to transport elders to 2nd floor. So the place is always full with families.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Shawn Keng,"Rated 5.0 out of 5,","Good taste, wide variety, local favourite. We went here for reunion lunch, offering chicken, duck, pork and seafood. It has electronic chair to mobilize elderly upstairs. And it's a favourite spot for spacious Chinese wedding.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Michael Toh,"Rated 5.0 out of 5,","This restaurant has been around since the 70s. Recently making an excellent revival with modern exterior, efficient kitchen, modern well presented Chinese food, comfortable interior with cold air conditioning, good service. You can have a …MoreThis restaurant has been around since the 70s. Recently making an excellent revival with modern exterior, efficient kitchen, modern well presented Chinese food, comfortable interior with cold air conditioning, good service. You can have a daily home style meal or extravagant restaurant quality seafood. Signature smoked duck is a winner as is their seafood soup (Hoi seen Kang) in the traditional style as well as steamed Lam Koh Yu (fish). Definitely top 3 Chinese restaurant in Ipoh.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Judy Oh,"Rated 4.0 out of 5,",Serves good Chinese food. Love their okra salad. So delicious.They also have a variety of appetisers.Highly recommended.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Ivan Wong,"Rated 5.0 out of 5,","This is a posh restaurant and priced as such. Famous for their siew yuk and I agree with it. Arrived at a non-peak hour so parking isn't hard to find and was seated immediately. Given chance, I'll come again.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
SengYew Lee,"Rated 5.0 out of 5,",We come back for lunch every year. The dishes taste good and the price is reasonable. Must try the smoke duck.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Angie Ng,"Rated 5.0 out of 5,","This restaurant serves very good quality and authentic Hong Kong/Chinese cuisine. Their signature dishes are smoked duck and roasted duck. It's get really busy on weekend, so be there early in beating the crowd. Highly recommended.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
yong sherelle,"Rated 2.0 out of 5,",Plain Roast pork rice without cucumber but still d same price... Can't d chef replenish?So Plain without d cucumber to go wif d roast pork.. Such a big restaurant but …MorePlain Roast pork rice without cucumber but still d same price... Can't d chef replenish?So Plain without d cucumber to go wif d roast pork.. Such a big restaurant but no regards for  food quality ctrl.. Bin told once d cucumber finished i hv to make do wif juz Plain rice n roast pork.. What kind of policy for such a famous restaurant.. Nxt time i must remember to ask 1st whether got cucumber b4 i buy.. Otherwise i x buy.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Chau Eu,"Rated 4.0 out of 5,","The menu choices, services, and food quality are 4 stars. Must try the 烤素芳 bun and 双品 kailan.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
D Pek,"Rated 4.0 out of 5,",Old brand. One of the famous restaurants in Ipoh,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Caroline T,"Rated 4.0 out of 5,","One of my fav tai chow places. Normally you can call up and let the chef know your budget for the meal, and then he can create a omakase-like menu for you. Do pre order their chicken rice & stewed pork knuckle! Roast duck is one of their …MoreOne of my fav tai chow places. Normally you can call up and let the chef know your budget for the meal, and then he can create a omakase-like menu for you. Do pre order their chicken rice & stewed pork knuckle! Roast duck is one of their specialty, however i think is over hyped. Their 上汤茵菜is very unique as well as there are bits and pieces of sweet potatoes & crispy pork lards in it. Normally the restaurant is packed, especially during the weekends, thus is better to call up  and make a table reservation. They are open for lunch and  dinner as well.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Jennifer Yap,"Rated 5.0 out of 5,","Fantastic food 😋😋with good portions, great n friendly service with elderly staff😍👍if u aren't sure wat 2 order, d lady supervisor is very good with food pairing recommendations. Will definitely visit again  ☺😊🙂",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
kw Lian,"Rated 4.0 out of 5,","Food here are good especially the smoke duck and crab fried egg which is highly recommended. However, the food is abit pricey. Overall still good to visit and recommended to order their signature dishes. No menu provided, so do ask for the price so you don't end up with dissatisfaction.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Maria Correia Neves,"Rated 4.0 out of 5,","Popular spot, packed with large families sharing a large variety of dishes, Chinese style. We came as a couple and ordered a vegetable and a tofu dish that were both delicious. There was no English menu, apart from a poorly translated list …MorePopular spot, packed with large families sharing a large variety of dishes, Chinese style. We came as a couple and ordered a vegetable and a tofu dish that were both delicious. There was no English menu, apart from a poorly translated list the staff showed us that I feel was missing a lot of items. I think they didn't even have a menu in Chineses, I didn't see anyone holding one, as patrons are true regulars and know exactly what they want. Overall a good local experience but better if you come as a large group.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Janice Soo,"Rated 3.0 out of 5,","Ipoh trip. Just accidentally popping in to this restaurant and find out it is 1 of overated famous in Ipoh.SERVICE 🌟🌟🌟 …MoreIpoh trip. Just accidentally popping in to this restaurant and find out it is 1 of overated famous in Ipoh.SERVICE 🌟🌟🌟Orderded it's 烧腊拼盘 Mix Roast Platter and ask for its size portion from one of d fat lady captain as theres only 2 of us worry unable to finish it. She very sarcastic saying cannot tell how big is it after we refuse to order other dishes, and said it is RM30, sounds like we can't afford to pay for more.TASTE 🌟🌟🌟*ROAST PORK* skin is vey crispy but the meat a bit and chewy. KL pudu Dato roast pork is better.*ROAST DUCK* Meat is chewy too and not juicy compared to PJ Sunshine.*CHAR SIEW* Below average.*ACAR * This is the best I every had.ENVIRONMENT 🌟🌟🌟🌟",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
andrew wong,"Rated 4.0 out of 5,","If you have guests from overseas or from another town in Malaysia, rest assured that Tuck Kee Restaurant (德記酒家) would be an excellent choice to introduce Chinese cuisine to them. Essentially Cantonese style of cooking. Many customers throng …MoreIf you have guests from overseas or from another town in Malaysia, rest assured that Tuck Kee Restaurant (德記酒家) would be an excellent choice to introduce Chinese cuisine to them. Essentially Cantonese style of cooking. Many customers throng there during lunch and dinner hours. There is much to choose and sample. Need going a few rounds to know the depth and varieties of food which make the restaurant so popular. On our recent visit there for a quick and simple lunch, we tried the fried rice and stir-fried lai bak vegetables. Fried rice was wonderful and palatable. The vegetables were crunchy being cooked to the right texture.Take note of the stall residing inside the restaurant, with a window to outside, serving premium quality roasted duck, roasted pork (siu yuk), BBQ pork (char siu) and sausages (siu cheon). All are genuinely appetising. Customers can select those food to be served on their tables in addition to other food from the main kitchen. Outsiders can purchase their take-aways at the window. Well, the stall is immensely popular adding good value to Tuck Kee.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Alfred Lee (Vivid Xposure),"Rated 5.0 out of 5,","We just love it. The food are delicious, they are fresh and tasty.The steam chicken is a must try. Sadly I'm not good in naming the dishes but …MoreWe just love it. The food are delicious, they are fresh and tasty.The steam chicken is a must try. Sadly I'm not good in naming the dishes but every dishes arrived is delicious and cleaned. LOL!Try their signiture noodle, is a must. Food arrived in good time and everyone was really enjoying it.This is a place I'll surely come by again as well as recommending my friends to come",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Tang Chi Yann Jessmyn,"Rated 5.0 out of 5,",Good service and food taste very good and portion is very big. Will definitely come back again.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Ling Ng,"Rated 5.0 out of 5,","Food taste great, good service. stair lift available. Roasted duck/chicken/pork are delicious.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Iris Cheong,"Rated 5.0 out of 5,",Service and food are both excellent. Price is also reasonable. Love their pork dishes and smoked duck. They have special mobile 'lift' catering to senior citizens who have difficulty climbing the stairs!,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Zi Ho,"Rated 3.0 out of 5,",Decent food; their Ginseng Chicken Soup is tasty though a bit too sweet for my liking. The fish looks better than it tastes.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Lau YY,"Rated 4.0 out of 5,",Portion for 8 -10 people for the 8-10pm CNY 1st day was very big. The quality of food at this time went down.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
