Author,Title,Review,Rating,Dates,Restaurant
soniahgoonting,nice place to have dinner... very relax,nice place to have dinner but a bit pricey... but worth the price..for friday nite they have live band... nice place to chill to enjoy the weekend break,5,Reviewed 16 January 2019 ,Bulldog
"rachndale2000Perth, Australia",Those chicken wings!,"We stumbled across this place our first night in Melaka and got a table immediately, despite being a party of 8 with no booking. There were a few of the house specialties unavailable when we were ther - possibly due to the long weekend. Food did take a little while but drinks were served promptly. Portions were on the smaller size, but very tasty and the waitress was very accommodating and was trying her hardest to be everywhere at once. The absolute standout of the dishes we ordered were the chicken wings. Little Miss Fussy did not initially want the chicken but after eating the wings requested to go back there againShow less",4,Reviewed 13 January 2019 ,Bulldog
Simone2346,"nice , clean & quite","really great , specially the Ayam Tempra (recommended the normal portion , coz is so delicious).
Yummy Nyonya Laksa too.

Should extend the opening time for lunch.",4,Reviewed 10 January 2019 ,Bulldog
"Notcolin21Kuala Lumpur, Malaysia",Ridiculously slow service,Ridiculously slow service for staple dishes that could have been prepared beforehand. Food is decent but experience is marred by inefficient service. Will not return. Ever.Show less,1,Reviewed 24 December 2018 ,Bulldog
"Yohan1403Shah Alam, Malaysia",Best Nyonya Kitchen ,"The food was fresh and awesome,and a great value for the price. Highly recommend items :- Nyonya Pongteh Chicken- Fried Brinjal- Fish Asam PedasThis restaurant are busy and always full house. Reserve your place before you walk in.Friendly Staffs and good service Show less",5,Reviewed 24 December 2018 ,Bulldog
thedevilwalksin,Overrated Outlet,"Restaurant had about 25 pax and about 6 tables empty. Me and my youngest were greeted at door and given menus with ordering done quite fast. Drinks were served within 5-8 minutes but our starters - popia & chicken wings took more than 30 minutes with the main course coming about 10 minutes later. The wait staff apologised to the table opposite us for the delayed food delivery yet neglected to inform us that there would be a 30 to 40 minutes delay on food delivery when they took our order or when the drinks were served. The food was average or below average to say the least - Nyonya food is not prepared on the spot but prepared earlier to encourage the amalgamation of the herbs, spices and other ingredients. The popia was made using an egg batter but sadly my local food court popia wins hands down - flavourful, crunchy, tasty while the serving @ Bulldog was just ....nothing to write home about. The chicken wings was hot ...and thats all i can say about it. The main chicken dish was average while the kangkong belacan loses hands down to the local makan shop.The restaurant was clean, bright and had a pleasant atmosphere with wait staff replenishing your water glass quite quickly but as we were there because of the food reviews, i was very disappointed. After asking for the bill and paying it, only then did the wait staff ask if ""everything"" was alright - it wasn't but i was already going to leave - and apologised for the long wait. As per our family credo - we try once but we wont try again.Show less",1,Reviewed 15 December 2018 ,Bulldog
yisiewt,Short trip ,"Waitress very helpful . Nice ambience. Food quite nice especially the chendol with baileys . The place don’t allow takeaway . 
Sambal prawn with petai but petai very later . Price wise also bit more ex .",5,Reviewed 13 December 2018 ,Bulldog
"Typo_DeeKuala Lumpur, Malaysia","Good vibe, great food & Amazing service!","Drove pass bulldog on the way to Melaka city centre, the modern rustic design captured our attention and we decided to have dinner here before going back to KL. The food was really good and the waitress did a brilliant job at explaining and recommending us dishes with our picky preference. 5 stars!Show less",5,Reviewed 12 December 2018 ,Bulldog
"danielcY6181JZJohor Bahru, Malaysia",Definitely worth the visit.,"A friend brought me to this cosy restaurant last year and we have come several times since. This visit was with a foreign couple and we ordered the cincaru sumbat, ayam buah keluak, otak, kangkung fried with garlic and finished with the ubiquitous (in Melaka) chendol. Unfortunately the pie tees were sold out. The otak served this time was of a different version than what we are used to but it was delicious all the same. The other dishes were of a high standard as well and the chendol was definitely one of the best we have tried. Service was exemplary. One of my favourite restaurants.Show less",5,Reviewed 12 December 2018 ,Bulldog
"BlogAppetitOakland, CA",Save room for dessert,"Well cooked and seasoned Peranakan food in modern, urban cafe setting. This is the food of the Babas and Nonyas, the Straits Chinese. A fusion of Chinese, Malay, Indian and Western flavors and techniques. As close to homemade flavor as I've eaten and far better than the touristy versions available on Jonker Street. Save room for Bulldog's versions of Melaka's classic shaved ice desserts. My favorite main was chicken in aromatic spices and lime.Show less",5,Reviewed 12 December 2018 ,Bulldog
capdinkieMalaysia,All good!,"Came here on a Thurs night, place was pretty quiet. Service was good, but the food was even better! Must try is the chicken limau perut and if u can stomach reallllly spicy food then get the sambal udang (or probably anything with 'sambal' in the dish name). And then remember to wash it down with their chendol, which is one of the better ones we've ever tasted. Price is slightly on the higher side, but with tasty food and ambience and service like this, it's definitely worth a try.Show less",5,Reviewed 22 November 2018 ,Bulldog
189fionaw,Dinner at Bulldog,We had an excellant meal here . The menu choice is small but the food is excellant with careful use of spices to bring out the very best of flavours,4,Reviewed 22 November 2018 ,Bulldog
Kelly CSingapore,"Excellent service + yummy food, that’s Bulldog","Arrived on a rainy evening with my parents. A very attentive staff directed to our reserved table near the aircon for us & asked if it’s too cold for us, suggests that could switch to another table. While placing our orders, another waitress offered some recommendated dishes and suggests the suitable serving size for us. Really appreciate the great service here!  Everything’s so good especially the chendol! My favourites are Assam fish, popiah, laksa & not forgetting the bomb - chendol!!Show less",5,Reviewed 12 November 2018 ,Bulldog
Travel52947501283,Cozy place,"definitely worth a visit with friend or family members making the trip happen was good , there was not any struggles and conflict",5,Reviewed 7 November 2018 ,Bulldog
Joanne C,Nyonya cuisine and concrete decor,"Enjoyed our lunch; the spicyness and flavour of the dishes we order was well balanced. Fully recommend the Eggplant, Okra, Ayam Lime dish. Service was excellent and friendly. 

Must visit if you want a interesting outlook on traditional Melaka nyonya food.",5,Reviewed 7 November 2018 ,Bulldog
johnnyG1970,Recommended by a friend,"If you ever come to Malacca, it's a must. Food was delicious, service was exceptional, design of the interior extraordinary and welcoming. Well done Bulldog! Will come back should we stop over...",5,Reviewed 4 November 2018 ,Bulldog
"MilkplumSydney, Australia",Nice food,"Went on a Thursday night and it was pretty quiet. No live music. We ordered the pineapple prawns, lemongrass chicken, garlic kangkung and chicken wings.Everything was nice, strong flavours. But the poop chutes of the prawns weren’t removed which kind of put me off!! Chicken wings were excellent.Nice, friendly service.Show less",4,Reviewed 2 November 2018 ,Bulldog
"SmileypokeyPenticton, Canada",More than 5 stars!,"If I could give this restaurant more than 5 stars than I would. Delicious food, wonderful service and industrial style decor. We had Popiah, Chicken Curry, Prawns in Pineapple, Squid, Brinjal, and Cenjol for desert. With a bucket of 5 Tiger Beer, cost was 189 MYR for 3. Highly recommend this restaurant. The best we’ve had in Malaysia so far. Liked it so much we bought the t-shirt!Show less",5,Reviewed 13 October 2018 ,Bulldog
MR_BiRD1,Peranakan in Bulldog,"Came here last minute before driving back to Singapore. 
Love the design of the cafe.
Serves good & affordable food.
Cute and friendly waitress.

What are you waiting for?
Will be my first choice for peranakan food whenever im in Melaka.",5,Reviewed 12 October 2018 ,Bulldog
"jeffchia88Singapore, Singapore",Excellent Peranakan Food,"True to taste Peranakan food although there is no pork. Must try is the Chendol, not to creamy and sweet. The taste is just right. The ambience is nice as the restaurant is housed in an old Peranakan house. The kitchen is clean and the restaurant is general is clean.Show less",5,Reviewed 10 October 2018 ,Bulldog
Squiff123,Overrated peranakan food,"There were so many glowing reviews on this site that I just had to give this restaurant a try. It was clean, spacious and well organised; however, to be honest, the nonya food served to us was nothing special and probably quite mediocre by this cuisines standards, especially the otak otak that was more reminiscent of sliced fish balls.Show less",3,Reviewed 6 October 2018 ,Bulldog
3xtraSingapore,Nice place for Peranakan food,"The restaurant is easy to find and the staff are friendly and helpful.We had the squid, non spicy chicken, otak, popiah, chincalok omelette, chendol and chap chye. Our favourite is the squid, do note that it is spicy. The food is tasty although we find the portion can be bigger given the price. Place is clean and decor is nice. Show less",5,Reviewed 6 October 2018 ,Bulldog
"Fiona MEdinburgh, United Kingdom",Really close to hotel and very tasty,Arrived at Ramada Plaza as it was getting dark so went on Trip Advisor to see where to eat. Astonished to find No1 place to eat in Melaka was 50m away. Surely not. But it was - took about 1 minute to get there. Didn’t disappoint. Food tasty and reasonably priced. Restaurant modern and clean and staff lovely. Show less,5,Reviewed 3 October 2018 ,Bulldog
"andrewsivMelbourne, Australia","Authentic peranakan, refreshingly good!","The ambience was modern but casual. Well set up with touches of peranakan in the decor.That night we went, service was friendly with honest recommendations made. The food was nothing short of amazing. It was authentic and prepared to a tee – no shortcuts, traditional peranakan home-cooking brought to another level altogether. We tried their stir-fried sambal okra, cincalok omelette, ayam limau purut and otak. Every single dish was aromatic and meticulously prepared with such great finish. Apparently pong teh chicken is a go to dish but we just had that at home the night before. That night, we finished off with cendol for desert – looked awesome and tasted the part as well. The coconut milk was fresh and rich, the gula melaka was so pure and generous. Super!The food was very well priced especially given the quality and the ambience of the restaurant. We had a really good experience. Bulldog makes reasonable cocktails and have beer on tap. If you prefer, you can bring your own bottle of wine or whisky – corkage fee applies.Show less",5,Reviewed 28 September 2018 ,Bulldog
