Author,Title,Review,Rating,Dates,Restaurant
"JamieS781Aberdeen, United Kingdom",Christmas Day Dinner,Loved it. Been 2 years ago since we last visited but booked for Xmas Day evening meal. Food was excellent and service spot on. I had the Sirloin Steak and it was excellent. The teriyaki sauce was a great addition to the beef. Got to be a 5 from me !Show less,5,Reviewed 27 December 2017 ,Sun Cafe
JoL855,Tasty food and friendly staff,We had a tasty lunch. Service good and prompt. Recommend seafood pizza and the barracuda fillet (served with mashed potato and spinach). Fresh and piping hot. Hope to eat here again soon.,4,Reviewed 30 November 2017 ,Sun Cafe
Expedition714581,Family diner ,"Waitereses is not so friendly, food is not so tasty as expected,my sea food pasta was really less quantity of the sea food only pasta,my sweetmellon juice was absolutely taste less i ask them to change it, they did it but they charge me double, when I ask why is that, manager start to argue with me keep interrupting and telling that I suppose to ad sugar in it, but the mane idea of the juice is to be fresh and healthy I guess he is not aware of this. So guys think twice before deciding to visit this place.Show less",1,Reviewed 29 November 2017 ,Sun Cafe
theberntravelerPhilippines,Wonderful service and food,"Went here with our local friends who recommended their chocolate lava cake (with ice cream!) a lot! It happens to be one of those long enduring restaurants outside busy Pantai Cenang, while seeing a lot of patrons still. The cake takes time to make as it is done fresh and served presentably. Their crepe was also nice, as well as the barracuda fillet. There are wines in this restaurant as well, and they pride much in their hospitality. Show less",5,Reviewed 29 November 2017 ,Sun Cafe
Keith C,13 years and still going strong,"Excellent fine dining whilst others come and go. 
After many years away from Langkawi, it is very pleasing to find a restaurant of this high calibre is surviving whilst others around it come and go.",5,Reviewed 28 November 2017 ,Sun Cafe
RobandIwona,"Good food, friendly staff",We had a good dinner at Sun Cafe. My wife has allergies but they were helpful so she had a good meal. Good fish and I had lovely sateh. Staff is friendly and the toilets are wow!!,5,Reviewed 22 November 2017 ,Sun Cafe
Digory,Good service and food,We ate here as it was near to the hotel and highly rated on tripadvisor we were not disappointed. the food choice was good and well explained. Service was impeccable.,4,Reviewed 22 November 2017 ,Sun Cafe
Marwa312,Lovely place to eat,Nice food and excellent service. we came here for dinner and lunch during our short visit to Langkawi and it did not disappoint either time. The lamb shank was delicious and the watermelon juice was lovely! highly recommended.,5,Reviewed 20 November 2017 ,Sun Cafe
Carlie1984,Awesome ,We ran in here for an escape to the rain on our first night in langkawi! So glad it rained! Delicious food! Good prices! Very friendly staff! Yummy cocktails as well!!,5,Reviewed 17 November 2017 ,Sun Cafe
"GerardTonlegeeDublin, Ireland",Great food and service,"Tried this restaurant three times, twice for lunch,. The staff were extremely friendly in an all ready friendly place. The cocktails were great and the food was excellent. It was to their credit that you could see th e kitchen and know that each dish was individually prepared. Unusual for the island there was a small wine list, as against a list of red or white! There is a Chianti Classico single estate bottle at c€14, fantastic value. But you will return for the great food and extremely friendly service.Show less",5,Reviewed 17 November 2017 ,Sun Cafe
AlexMaxi,"Great Food, frendly Stuff, frendly to Kids","We had a nice evening here, the stuff was very frendly to us and our Kid. It's was clean, and the food great. We'll come back.",5,Reviewed 11 November 2017 ,Sun Cafe
"paulsF1068UBCala'n Porter, Spain",Fusion of Western & Malay,"During our stay locally we read reviews and went along for dinner one evening and was not dissapointed in the least in all aspects from Service, Staff , Food & Drinks.The team servicing were extremely friendly and explain there menu and there after we made the decisions to order and share our Starters Thai Beef Marinate Salad & Vegetable Tempura with a Soy Dipping Sauce both were executed from the kitchen and colours and flavours were superbFor our Mains my partner ordered the Lamb Shank and I went local and ordered the Malaysian Dish of Nasi Compur being various tastings of Malay Dishes accompanied with Rice , Sambal and Crackers which was also great in flavour.For Dessert we shared a Crepe Suzette my absolute favourite and although we declined wine on this evening we had some great cocktails and local beers.The cost for the evening including 10% Service was 250.80 Ringets being £50.00Anybody looking for that special evening or relaxed ambience check this placeShow less",5,Reviewed 11 November 2017 ,Sun Cafe
MMPGR,Good food and friendly staff,"Menu has a nice variety and the food is good. Staff is very friendly and speaks good English. Only minus is the location, it is quite near the street and not very “cosy”.",4,Reviewed 11 November 2017 ,Sun Cafe
Theakk,Disappointed,"Ordered chicken satay, the meat had a really weird texture; chewy and fatty. Sent it back, and had spring rolls instead. Average and overpriced food!",2,Reviewed 26 October 2017 ,Sun Cafe
"Lainey34Kettering, United Kingdom",Island Delight,"It is well worth the walk from town, across Boom Boom corner to the clean and friendly Sun Cafe, located in the Sun Mall. The staff are attentive and friendly, the menu is varied Asian to Western and the food is freshly cooked. The atmosphere is pleasant with music playing throughout, a well stocked bar, an ideal place for brunch, dinner or just a nightcap before retiring.Show less",5,Reviewed 26 October 2017 ,Sun Cafe
"janetw148_12Perth, Australia",Smokers,"Hi, have been dropping into Sun Café ...for coffee, beer, lunch and dinner over some 18 years and have never had a complaint, however today (15/10) we were a bit disappointed when two ladies sat at the table next to us and both chain smoked. Yes we could have moved, and we did.We are both ex smokers ourselves, and consider ourselves to be very tolerant when to comes to other smokers, and do not mind considerate smokers in our proximity.We did not complain but probably should have asked if they would mind moving to another table as it was impossible to stay where we were. Its been many years since we have seen a chain smoker, but having two next door was just too much.It will not deter us from returning to Sun Cafe, but just wondering Geoffrey maybe you could consider having a few tables set a side for smokers?? Appreciate your thoughts.cheersShow less",5,Reviewed 15 October 2017 ,Sun Cafe
Yegrus_hsa,Worth the walk ,"A bit off the beaten track for us bur worth it. We both got the grilled prawns which were delicious! Served with creamy linguine and saluted veg, lovely combo and a nice change.",4,Reviewed 14 October 2017 ,Sun Cafe
"KenolyKuala Lumpur, Malaysia",Essential stop-over cafe,"A Must-stop on every visit to the island. Very clean and comfortable atmosphere for dining or even a short siesta, A Very well comprehensive menu for Asian to Western tastes.Adequately stocked bar, most notable the friendly and approachable attitude of the staff. Traveller friendly with very efficient WiFi network, with soothing music in the background.Prices at the end of the session are not bottom of the budget, but at the quality of the beverages, food, ambience & Service, definitely Value for money. The reason this restaurant is a Must stop location on every trip I make to the Islands.Show less",5,Reviewed 11 October 2017 ,Sun Cafe
AzRatArizona,Great food and service,"Visited Sun Cafe many times during a stay at nearby Villa Molek. Great expresso drinks in the daytime and two evening meals. Very friendly service, felt really comfortable here. Nice clean, bright spot set back from the road traffic. I have no decent comparison for pricing - I was on holiday and it was way less expensive than the world I'm from. Dishes samples were bruschetta, pizza blanco (excellent cheese), prawn mee goreng. Very good food. Very nice service. Nice space to relax in. Free wifi. What more do people want? Again I was on holiday and money is not a prime concern for me, so my value scale may be different than other reviews. Highly recommend if you are nearby on Langkawi.Show less",5,Reviewed 8 October 2017 ,Sun Cafe
Siew M,Super overpriced,"Food is normal but way too expensive. RM20+++ for fried noodles (they used instant noodles). Coffee is just very normal. Ok cafe, but their prices for mains between RM20-40, is really quite pricey for the small portion as well",2,Reviewed 17 September 2017 ,Sun Cafe
"peter5kLinlithgow, United Kingdom",Excellent Food & Service,"I had been recommended this place before I went and everything I had heard was true, it is a very nice restaurant with very nice food and attentive staff. of all the eateries in Langkawi I visited this was by far the best and served a good selection of dishes. I will definitely be back.Show less",5,Reviewed 6 September 2017 ,Sun Cafe
Esha ASingapore,Yummy food+ excellent service .Vegetarian options available.,"We were in a hurry so we asked the waiter to bring the food quickly and voila! it was served within seven minutes.The food was tasty and very presentable.The cafe might be pricey compared to the ones around but it was worth it.Lovely music,clean place, yummy food, nice decor and friendly staff with excellent customer service.Show less",5,Reviewed 6 September 2017 ,Sun Cafe
achenriot,Good cocktail place,"Had dinner in this restaurant and it was pretty good especially the barracuda filet even though the sides were probably can or frozen food. 
Cocktails are highly recommended :) 
Staff very nice!",4,Reviewed 4 September 2017 ,Sun Cafe
"NathanL123Penang, Malaysia",Surprisingly good food,"Ended up here as our first choice across the road was closed. Didn't look to impressive at first appearances, but had an amazing grilled Barracuda dish and a lovely vegetarian curry. Kids enjoyed the pizzas (not amazing, so wouldn't go for those, but other food really surprised us with the quality). Show less",5,Reviewed 2 September 2017 ,Sun Cafe
PETER M,Great Restaurant,Charming staff with a Malay chicken curry to die for ! Excellent new facility with a menu to cater for a variety of tastes . Traditional Malay plus western style food . The staff are very friendly and chatty and helpful .,5,Reviewed 27 August 2017 ,Sun Cafe
"robwI8024XFSouth Yarra, Australia",Still good 6 years after our visit,How nice to walk in after 6 years to have a staff member recognise you as a previous customer. All the staff were friendly and efficientWe ate here mainly for lunch and the odd dinner. They don't open until noon so no breakfast.All the food was great but our favourite was the tempura vegetables.Show less,5,Reviewed 25 August 2017 ,Sun Cafe
AakritiAgg,Awesome Place!,"Stepped in here for an early lunch. The food was great, the wine chilled! Very friendly staff. Great place to grab a bite & relax :-)",5,Reviewed 24 August 2017 ,Sun Cafe
Erfannariman,"Good food, nice service","We went here for lunch, the food was good and finally good service in Maleysia! Plus there are 2 adorable cats there, lovely place. They have local and western food.",5,Reviewed 24 August 2017 ,Sun Cafe
Camille M,Hidden gem!,"The Sun Cafe was recommended by friends who frequent this restaurant, we were not disappointed. Around the bend from the Aseania hotel and walking distance from the main road shopping area.",5,Reviewed 16 August 2017 ,Sun Cafe
Pat M,Dragon Boat Regatta ,"Our team from Newcastle had several meals at the Sun Cafe and enjoyed the hospitality of the staff, Sasha take a bow, and the quality of the meals. Will be back again next year.",5,Reviewed 13 August 2017 ,Sun Cafe
RosemaryT415,Yummy food,My friends and I were supposed to head towards a Japanese restaurant but it was closed for lunch so we wondered along and chanced upon Sun Cafe. No regrets as we tucked into a delicious and sumptuous meal . The waiter was surprised at our ferocious appetite !# Show less,4,Reviewed 12 August 2017 ,Sun Cafe
F1287PPandrews,Great spot!,Popped in to have a cup of tea and snacks. Staff were so friendly and the menu looked interesting so stayed for dinner too! Pumpkin soup excellent... worth a visit... certainly not drawn down to the level that some other local establishments offer...,5,Reviewed 11 August 2017 ,Sun Cafe
Chantal D,Had to eat somewhere else after visit,"Portions here are so small that we had to eat somewhere else after our visit. We had spaghetti and a salad and paid 100 RM for just that and 2 wine. Really disappointing. After indicating that it was not enough, they gave us the card to order dessert.Show less",2,Reviewed 10 August 2017 ,Sun Cafe
Haider-V,Best in Langkawi ,"Tried several restaurants in Langkawi, this one being the last on our trip. The food is exceptionally good, with the right balance of flavours and presented very well. We were made to feel very welcome as a family. I would return in a heartbeat & happy to recommend. Show less",5,Reviewed 2 August 2017 ,Sun Cafe
IraCortes,One of the best restos in the area.,"We were looking for restaurant that serve decent food and this plae delivers.  We ordered pasta marinara and curry, satisfied with the food.  The drinks though were a little watered down.",4,Reviewed 2 August 2017 ,Sun Cafe
"JulietaC116Montevideo, Uruguay",The best in Langkawi!! ,"Excellent place, it was 40mts away from our hotel (Villa Molek, also excellent) so we went for lunch the first day and after that, we could not stop. The food is very good, simple, super fresh and the place is spotless! Probably the cleanest place we saw around, and the staff is the kindest, all of them. We tried several dishes in the menu and they were all very good quality. And the desserts are super worth it. Totally recommendable, we would definitely come back if we go to Langkawi again! Show less",5,Reviewed 31 July 2017 ,Sun Cafe
"Susan BGold Coast, Australia",Very pleasant place,"We had our first lunch here then came back for a dinner the next day and on our final day had lunch again. We loved the ladies who worked there, the drinks were amazing and the service excellent. We really enjoyed the food too, the portions were just the right size. Their pizza is amazing. Loved the fact that they had cats running around in and out of the restaurant.Show less",5,Reviewed 28 July 2017 ,Sun Cafe
l_xinying,Nice but a bit pricey,"Overall the foods are nice..We six person spent about RM270 so it's a bit pricey but still acceptable.
Their toilet is very unique..:)",4,Reviewed 25 July 2017 ,Sun Cafe
"denisemY7115BJMy An, Vietnam",Good food,"We went here for a small lunch. We ordered bruschetta, potato wedges and a beef and rice dish. Everything was pretty tasty. Prices were moderate. The servers were nice and attentive and the restaurant itself was clean and well decorated. Recommend to check out this place if you're in the area. Show less",5,Reviewed 25 July 2017 ,Sun Cafe
"Shereena SSingapore, Singapore",Extremely bad service!!!,"We planned for a dinner there with family and friends. Upon arriving, we decided to order some appetizers to begin with. One of the male staff members took our order. A few minutes later when we wanted to add on another appetizer order he immediately told us ""I'm not comfortable taking an order like this one by one, it's better you give me your order together"". I was shocked!!! And so were my friends!!! I will never ever recommend this place! Service was shoddy and inexperienced. They had absolutely no tact in attending and dealing with paying customers!Show less",1,Reviewed 21 July 2017 ,Sun Cafe
Judygran,Always a Favourite ,"Wonderful evening and the grilled bbq prawns were a hit. Served by very friendly staff, a great night was shared by six of us. Definitely plan on a re visit.",5,Reviewed 19 July 2017 ,Sun Cafe
Flemming K,Great food,"I was there with my wife and two daughters and we had a great evening with good food there were presented very nice and pleasant service.
Thanks!",5,Reviewed 18 July 2017 ,Sun Cafe
"Alex_HamoPerth, Australia",Absolutely Delicious!,"I visited this place after hearing good things about it. It did not disappoint. Entree of bruschetta, garlic bread and spring rolls were not only delicious but presented well (so well I was too slow to grab a snap before eating!) For mains I highly recommend chicken parmigiana and satay skewers. If you're fussy like me you'd love to know the parmigiana is chicken breast! Staff were great and friendly. Highly recommend this place!Show less",5,Reviewed 15 July 2017 ,Sun Cafe
carolineaB9919NY,Family dinner at Sun Cafe,Excellent service and food! Wonderful setting with quiet surroundings in an otherwise somewhat busy city.,5,Reviewed 13 July 2017 ,Sun Cafe
peattielis21,Good food and service,"Have been there twice now and have been happy with both meals, they offer a great cross between western and malayan food. Friendly and attentive service. Would go back.",4,Reviewed 28 June 2017 ,Sun Cafe
"alexmfsKarlsruhe, Germany",Salads for lunch,"Sun cafe was 10 minutes walking from our resort so we decided to go for a lunch ! They offer several dishes, from soups, salads, starters, to pizza and main dishes. We just ordered two salads: tomato and mozarela and gardens salad. They are quite nice and the price was adequate. Nice staff. Good atmosphere.Show less",4,Reviewed 26 June 2017 ,Sun Cafe
白石 e,Great atmosphere ,"Nice choices. Family friendly. 
Liked their curries and pasta. 
Very clean, happy to accommodate vegans if needed. 
Friendly staff.... Will come again",4,Reviewed 25 June 2017 ,Sun Cafe
Stan S,Fantastic food and service!,"You must eat here! The food is great and so is the service. Prices are very reasonable with both local and western food. Seating is both inside and outside and restaurant is quite modern. Very good coffee and delicious desserts, especially the crepes!Can see why it's rated no.6 best restaurant by trip advisor....and it is very family friendly. The staff love families! We have already been here 3 times in two days!A must!!!!!Show less",5,Reviewed 25 June 2017 ,Sun Cafe
muiwonl,Average food and must try lava cake,"Their lava cake was superb other than that was just average nothing special. The air conditioning was not so good even outdoor is cooler den indoor. And this is my personal thought that they're more likely to serve foreigner than local, felt the different between serving them and us.Show less",3,Reviewed 23 June 2017 ,Sun Cafe
Tresna W,Wonderful barracuda,"A good spontaneous decision to dine here. The barracuda was wonderful and the lamb shank was very good. Staff are very friendly, service was very good and the Irish coffee an excellent way to finish my meal.",4,Reviewed 22 June 2017 ,Sun Cafe
Paul M,Nice place to visit,Have a cool drink and a chat with the very friendly staff. Staff speaks very good English (wish more people could in Langkawi). In here a client is a client,5,Reviewed 21 June 2017 ,Sun Cafe
"gerrym646Lusk, Ireland",Lunch,"Superb little restaurant, excellent food and very attentive staff.Closest to home hygiene I have experienced in a cafe in Malaysia the place is spotless.We had the prawns grilled with pasta and cheese, cooked perfectly and even though pasta isn't my thing it was fabulous.Unfortunately they had run out of creme brûlée which I believe is a speciality of the house - so I'll just have to go back again later today and eat there again !Highly recommend this restaurant keep up the good work guys !Show less",5,Reviewed 21 June 2017 ,Sun Cafe
"bettyk915Geelong, Australia",Great food and friendly staff,"I love this place! Dishes are from various cuisines... Everything I've tried has been amazing! The vegetable tempura is to die for! Staff are super friendly, and even recognized us from our visit last year and greeted us like long lost friends. Service is always fantastic. Nice to sit and relax and have a nice meal and good drinksShow less",5,Reviewed 14 June 2017 ,Sun Cafe
Lauren R,Lovely restaurant,This is a lovely restaurant with friendly staff and good food. Lots of variety to choose from and everything cooked well.,5,Reviewed 9 June 2017 ,Sun Cafe
auh1963,In search of good pizza,"If in Langkawi, then don't miss Sun cafe, delicious food, lovely staff, good verify if food, amazing pizzas, value of money off course.",5,Reviewed 7 June 2017 ,Sun Cafe
bubneetarora,Great food n service ,Food is great and so is the service. The bianca pizza was awesome.It's a nice cafe . Very neat and clean.Service is quick n the staff is extremely courteous.Jennifer was specially very hospitable,5,Reviewed 30 May 2017 ,Sun Cafe
Victor DNorthants,"Poor menu, food ok","We went here for dinner with family on the strength of the reviews. We were disappointed. The cuisine is confused, not Malaysian, not western, not much of anything to be honest. Service was ok but a smile would have helped. The food was ok but nothing to write home about. In conclusion, expensive, poor menu, food ok. Targeting western tourists who don't know better.Show less",3,Reviewed 14 May 2017 ,Sun Cafe
"RubiYAYSingapore, Singapore",Not bad eh? ,"We drove past looking for Cactus, but they were closed, so we dropped in here as the place looked clean and inviting from afar. We had 2 beers, 2 mains (burger and mee goreng) and 1 dessert for RM110. Decent meal in modern environment for a slightly above average price. Staff are friendly, and so are the bushy tailed resident cats. And no, we didn't get charged for Wifi ✌Show less",4,Reviewed 11 May 2017 ,Sun Cafe
364louiser,"Nice people, lovely food","Nice place for drinks or to eat. Very friendly staff and varied menu. Looks out over the road, but within walking distance of many resorts",5,Reviewed 7 May 2017 ,Sun Cafe
"Ursula DLondon, United Kingdom",Tropical chic and good food and drink,"We had dinner on the veranda of this cool, trendy restaurant located between Pantai Cenang and Pantai Tengah. The décor is modern tropical, yet keeping the traditional touches of rattan chairs etc. Lovely, laid back ambiance, relaxing background music.My Mai Tai didn't quite follow the original recipe, but tasted very good and looked very pretty as well. We shared a portion of chicken satay, and we both enjoyed it. My partner followed with a vegetable curry, while I tried the beef rendang - Malay cooking at its best. My partner liked the variety of vegetables in his curry but wished it could have been a bit spicier. I was very happy with my rendang. The beef was meltingly tender, and the gravy beautifully aromatic with cinnamon, chili, star anise, and many other spices. There was a nice little garnish of tomato and courgette, and both dishes were served with rice. The food did not just taste good, it was also visually very appealing. Well done!Service from the waiting staff is friendly, yet efficient, overseen by the owner (or manager) who has a chat with everyone and loves to talk about the food, and the island. prices are a bit higher than in the run of the mill places along Pantai Cenang, but you get a more refined ambiance and good and ambitious food. We paid MYR120 for a cocktail, a beer, one starter and two mains. A good place to spend an evening!Show less",4,Reviewed 6 May 2017 ,Sun Cafe
flyhigh_jiyoung,Nice & friendly. ,"Best place to chill out. ^^ 
We just tried drinks so we can't say much about the food actually. 
But atmosphere is good and the staff are friendly.",4,Reviewed 5 May 2017 ,Sun Cafe
jesseywaleswales,Lovely,"This is just across the road from Frangipani . Well what can I say , the welcome was happy . I don't know what the mans name was but he was so funny , we were sitting waiting for our dinner and he came and asked if I had been to the toilet, I said excuse me!! And he said to go and have a look , well we don't expect to be told to look at the loo but it was fab , a river running throug it an you could see the sky and stars , spotless, Any way after a tour of the toilet our meal arrived , you will not be disappointed it was lovely and presented .We ate here a few nights give it a try Tripadvisor plaque on the wall .Show less",4,Reviewed 4 May 2017 ,Sun Cafe
Ellimacdiarmid,Amazing food ,Food is very nice and well presented . The staff are really well organised and friendly . The prices are reasonable . The cafe is very modern and very nice to eat in.,5,Reviewed 2 May 2017 ,Sun Cafe
"BigTone72Melbourne, Australia","Great food, great service",Had dinner at Sun Cafe 4 times over the past 11 days. Great food especially the Barricuda dish! The pastas & Randeng are very good too & the Java cake. The staff are very pleasant & the restaurant is very clean (bathroom & kitchen). I highly recommend eating here you wont be disappointed.Show less,5,Reviewed 28 April 2017 ,Sun Cafe
Lorraine2010,great to be back,"Again this was one of my favorite places to eat on a previous visit. Food is good; nice atmoshere. Just the service was very, very slow this time but we weren't in a hurry.",5,Reviewed 21 April 2017 ,Sun Cafe
"travellingal02Perth, Australia","Good service, good food","Had an evening meal here and sampled quite an array of mains. Service was good and everything arrived in a timely manner. Menu options were varied and every dish from the seafood pizza, lamb shanks to the fish was tasty and well presented. Great western food choices. Very nice bar too.Show less",4,Reviewed 20 April 2017 ,Sun Cafe
LeahX24,Amazing,Sun Cafe is one of the best places to eat in Langkawi. Even our 10 and 5 year olds wanted to go back. Great hospitality from all staff with amazing food.,5,Reviewed 19 April 2017 ,Sun Cafe
"martyna_polskaSingapore, Singapore",A bit fancier than the surrounding ,"It's a nice open space restaurant with the lovely stuff. Food is fine, I had pizza which was just OK but my boyfriend was delighted with his barracuda served with potatoes and spinach. Lava cake in the end is a must! I also loved the design of the toilets. Quite pricey, but it's a good value for money. Show less",5,Reviewed 16 April 2017 ,Sun Cafe
waelm725,AMAZING,"Amazing atmosphere and delicious food. We have tried the pizza bianca , potato soup is yummy.  Highly recommended",5,Reviewed 15 April 2017 ,Sun Cafe
hamuraabi,"Nice place, friendly staff and tasty dessert",We had coffee and java cake which was so delicious. Place is really nice and clean and staff were welcoming and smiling all the time. Highly recommended.,5,Reviewed 6 April 2017 ,Sun Cafe
riccbcn,Good,"This place was OK. I had a beef redang and chicken satay. It was a decent meal, nothing to write home about. The service also was OK, but nothing more.",4,Reviewed 3 April 2017 ,Sun Cafe
antgreenbank,Great Place,Very nice place to eat and drink afternoon or evening.  Reasonable prices and goid food. The waiter reminded us of Lesley Chow from the Hangover! In a good way!  Make a point of visiting.....,5,Reviewed 1 April 2017 ,Sun Cafe
Fridaojansson,Not worth the money!,Went here because norhing else was open and I would go elsewhere. Had a pasta with tomato sauce and it was seriously 4 bites and not super cheap either. Just not worth it at all!,2,Reviewed 27 March 2017 ,Sun Cafe
Catherine CLeeds,Best curry in the world! ,"Oh my god my mouth is watering just writing this review!! I loved Sun Cafe when I was in Langkawi last month. They do such a good veggie curry, I think it's the best tasting curry in the world. Malay curry is like a mix of Indian & Japanese/Chinese curry. The vegetables are so fresh and tasty. The rice is perfect. The staff are the friendliest. Also you must try the lava cake! On top of all that I think the toilets are the best toilets I've ever visited. Don't miss Sun Cafe when in Langkawi! Show less",5,Reviewed 27 March 2017 ,Sun Cafe
veeral2017,Very good food ❤,"Nice staff, and all salads and soups we eat  was ❤❤. Don't have to wait long time your foods. Very clean place, also kitchen.",5,Reviewed 23 March 2017 ,Sun Cafe
"Wim SSingapore, Singapore",Good food and excellent service,"Tried the fish, recommendation of the waitress. Pretty good. The gratin was a bit cold but that could not spoil the taste.Service is great. They even asked whether I want my coffee first or with the dessert. I was pleasantly surprised by that question.Happy I used TripAdvisor before I picked a place for my dinner tonight. Didn't let me down. Show less",5,Reviewed 22 March 2017 ,Sun Cafe
"Les OMurcia, Spain",MISS IT AND YOU WILL MISS OUT,"This Restaurant is refreshingly different....whether you are looking for location,ambiance,good food choice,Wine at a very reasonable price,as well as friendly personable staff......you will experience it here.WARNING..Find it early on during your stay on Langkawi,because you will want to return.Have no wish to spoil your enjoyment,so,go see for yourself and enjoy as we did,on morethan one occasion.Show less",5,Reviewed 19 March 2017 ,Sun Cafe
"MissCLMGlasgow, United Kingdom",Lovely Cafe,"My friends and I visited the Sun Cafe several times while on holiday in Langkawi, it was so good we went twice one day - for lunch and then dinner lol! The staff were so warm, friendly and accommodating, the food and drinks were delicious and great value for money, and the bathrooms are beautiful, and spotless! Definitely recommend the Sun Cafe.Show less",5,Reviewed 19 March 2017 ,Sun Cafe
JurienBay,Great food,Brilliant food and excellent service. If you go here you must try the Creme Brulee. On a side note they also have the best toilets in Asia.,5,Reviewed 17 March 2017 ,Sun Cafe
HarukaK75,お洒落なお店,お値段は他のローカル店に比べると若干お高めですが、ここのメニューにハズレはないと思います‼︎ 盛り付けの見た目が美しく、味もとっても美味しいです。お店の雰囲気も良いです。ここの料理は基本、辛くありません。どの料理にもチリが1本、お花のようにカットされているのが付いてきます。辛さは自分で調節です。私のように辛い物がダメな人でも美味しく楽しめます。素晴らしいと思います。all dishes looks nice and very tasty! Restaurant's atmosphere is also nice! Basically dishes are not spicy so there is chili cut like a flower beside it. So I can adjust how spicy it is by myself. This is very good idea!!! actually I can't eat spicy one and I think there are many Japanese like me ...so they also will happy.Show less,4,Reviewed 16 March 2017 ,Sun Cafe
Lynne L,Dinner at Langkawi,"Nice food, good ambience & friendly staff. Love the barracuda especially. Nicely grilled to perfection. Served with spinach and tomatoes.",5,Reviewed 14 March 2017 ,Sun Cafe
dmile2015,Amazing lava chocolate cake,I came for diner and had the chicken satay and the lava chocolate cake. The lava cake is really good. The wine is of good quality. Staff is really nice and friendly. Very good place to have a dinner in Langkawi,5,Reviewed 13 March 2017 ,Sun Cafe
richardsT7045MD,Lunch with friends,"Had a very nice lunch with nice wine and some dishes to share. Enjoyed the atmosphere and service from lovely staff.
Make sure you call on",5,Reviewed 8 March 2017 ,Sun Cafe
Barb566,The only place to eat in Langkawi,"We went there 3/4 nights to eat. The food is wonderful, service is exceptional, prices are very reasonable, and they have reasonable drinks to enjoy. It was our go to place!",5,Reviewed 7 March 2017 ,Sun Cafe
"flora fRhodes, Greece",Best restaurant in langkawi!,"We stayed in langkawi for two weeks in February.We visited plenty of restaurants during our stay, but Sun cafe was by far the best one.They had what we would say, the fool package.The food was very tasteful, beautiful presentation.The restaurant, clean and well maintained.The service exceptional, and the prices very reasonable.We liked it so much, we went twice.If you want quality you must go there!!!Show less",5,Reviewed 5 March 2017 ,Sun Cafe
CatLady37,fantastic atmosphere,Excellent food and the friendliest people ever ! We were made welcome from the minute we arrived til when we left.,5,Reviewed 4 March 2017 ,Sun Cafe
"JanineF74Toronto, Canada",Charged us for Wifi but didn't tell us,"So we went to Sun Cafe again....and I didn't realize it until later when I looked at the bill, but they charged us for Wifi! We always ask for the wifi password when visiting a restaurant/cafe etc....and I've never seen them charge for Wifi. Even if they were charging for Wifi, it's not okay to just add it to a customer's bill without letting them know beforehand.Show less",3,Reviewed 2 March 2017 ,Sun Cafe
"tt53Leicester, United Kingdom",Special place with very special people,"Was one of our favourites from previous visits to Langkawi. Have not been back for five years but Sun Cafe is as good as ever. Staff remembered us from all those years ago. Where else would tat happen? Great atmosphere, great food and great music. But what really makes this special are the staff. Thanks to you all.Show less",5,Reviewed 28 February 2017 ,Sun Cafe
My-name-is-Ann,"Beautiful, Amazing food",Food is as tasty as this place is beautiful. Great vegetarian food and ambience too. Slightly pricey but worth it. Decent sized portions. Everything we had here was delicious.,5,Reviewed 22 February 2017 ,Sun Cafe
edwina c,Popular for a reason!,The Sun cafe was recommended to my husband and I by people staying at our hotel (Frangipani). Very clean. Wonderful food. Friendly welcoming staff. We went a few times and really enjoyed it.,5,Reviewed 22 February 2017 ,Sun Cafe
"K9319TNchrisbWaterlooville, United Kingdom",Best restaurant in town!,"We were recommended by a couple we were chatting to earlier and it exceeded our expectations! The food was delicious and the service excellent, all the staff were extremely friendly but not overbearing. I think you can always judge a place by the toilets and these were exceptional!Show less",5,Reviewed 20 February 2017 ,Sun Cafe
fifi232017,Best meal in Langkawi,"The food was fresh, properly prepared, and a great value for the price. We highly recommend it. Add this to the best dining experience on the island as it adds up to perfection!",5,Reviewed 19 February 2017 ,Sun Cafe
mahdishami,THE FOOD WAS DELICIOUS!!!,"Best restaurant in Langkawi Island, hands down. The food was absolutely wonderful, from preparation to presentation, very pleasing.
Anonymous",5,Reviewed 19 February 2017 ,Sun Cafe
LadyLynndraEsperanza,Worth it!,"We were not disappointed with Sun Cafe.. what is written on the TripAdvisor review is truly 100% truth. The food was delicious, the staff was friendly and kind.. 

Yes, I would recommend this place..",5,Reviewed 19 February 2017 ,Sun Cafe
"mavis37Suffolk, UK",Excellent!,"We visited Sun Cafe on a previous trip to Langkawi in 2013. We visited on 3 occasions on this holiday and again experienced excellent cooking and excellent hosts.excellent. The moment you sit down you are made to feel welcome. The staff are excellent hosts, they are attentive, but not too much; they all talk with you during your meal and again we felt special throughout our visit.I ate Malysuan food each time, which was delicious, and beautifully presented. My husband prefers non spicy food, and exclaimed that he sampled the best burger he had ever tasted at the Sun Cafe.The Restaurant was full on the 3 occasions we visited!Don't change a thing Sun Cafe; 10 out of 10 from us!Show less",5,Reviewed 18 February 2017 ,Sun Cafe
