Restaurant,Review_Count,Avg_Star_Rating,Avg_Aspect_Ambience,Avg_Aspect_Cleanliness,Avg_Aspect_Food,Avg_Aspect_Location,Avg_Aspect_Price,Avg_Aspect_Service,Avg_Aspect_Waiting Time
Miyabi @ Sheraton PJ,12,2.6666666666666665,,,0.011315,,0.1591,0.005919999999999992,
Mo-Mo Paradise,7,5.0,,,0.203725,,,0.47113333333333335,0.6249
Modern World Restaurant,3,2.0,,,0.0,,,,
Moghul Mahal Restaurant,13,2.6923076923076925,0.6249,,0.08765,,,-0.0385,0.0
Moh Teng Pheow Nyonya Koay,80,2.7625,0.28099999999999997,,0.14829187500000002,,-0.06810000000000001,-0.13693333333333332,0.0
Mohd Yaseen Nasi Kandar,11,3.090909090909091,,,0.14402777777777778,,0.5859,0.24695,0.0843
Mohd.Yaseem Nasi Kandar Restaurant,156,2.8461538461538463,0.2263,-0.1589,0.14330476190476188,0.0,0.10047857142857143,0.031578431372549016,0.08826923076923077
Mojo Restaurant & Bar KL,17,2.7058823529411766,0.21075,,0.11890909090909091,,0.0,0.33357037037037035,
Mok Mok,1,5.0,,,,,,0.4939,
Mok Mok Brunch & Bistro,51,3.196078431372549,0.35744242424242423,,0.1719236111111111,,0.4404,0.2544458333333333,0.0
Molten Chocolate Cafe,3,4.0,,,,,,0.296,
Molten Chocolate Cafe Dataran Pahlawan,42,3.0952380952380953,,,0.301215,,0.0,0.15571666666666667,0.0
Mom's Laksa Kopitiam,124,2.588709677419355,,-0.5423,0.22721923076923078,,0.0,-0.18462499999999998,0.0
Moms Laksa,16,2.625,,,0.13153749999999997,0.0,0.2202,0.26561666666666667,0.0
Monaco Dining Restaurant,6,4.5,0.0,,0.04765833333333333,,,0.4215,
Monaliza Café,3,3.3333333333333335,,,0.48015,,,0.08305000000000001,
Monkey On Stage,12,3.3333333333333335,0.4404,,0.2729642857142857,,,0.4404,0.0
Monnalisa Italian Restaurant,34,3.4705882352941178,0.3727,,0.1817536231884058,0.5719,,0.3627222222222222,0.0
Monnalisa Ristorante Italiano,17,3.3529411764705883,0.32084999999999997,,0.189006,-0.4588,0.20413333333333336,0.40005,0.0
Monterios Portuguese Seafood Restaurant,12,3.5,0.34252499999999997,,0.20488222222222224,-0.4404,0.6249,0.0660375,0.2294
Monterios Portuguese Seafood Stall,30,2.8,,,0.17381249999999998,0.0,0.0,-0.06149,0.0
Moobaan Thai Food,1,2.0,,,,,,,0.0
Moonlight Cake House,5,3.2,,,0.4404,,0.4404,0.4404,
Moonlight Cake House (Sutera Utama),55,2.8,,,0.343645,0.4404,0.4404,0.23205,
Moonlight Cake House Sutera Utama,3,2.3333333333333335,0.4215,,0.207075,,0.0,,
Mor Sang Kor,3,3.0,,,0.4404,,,,
Morel,8,4.25,0.4215,,0.41574,,0.17020000000000002,0.4519333333333333,
Morel Restaurant,32,3.21875,0.0,,0.25313846153846153,,0.0,0.3698625,0.0
Morganfield's,49,2.4285714285714284,0.0,,0.08123509070294785,0.0,0.3326,0.04019999999999999,0.020971428571428575
Morganfields,3,3.3333333333333335,0.4215,,0.0,,,0.4939,0.6249
Mori Vegetarian Tea House,25,4.28,0.32363125000000004,,0.3300869047619047,,0.148,0.1924142857142857,0.0
Mori Vegetarian Tea House and Residence,47,3.1702127659574466,0.2873,,0.15797666666666668,0.0797,0.142975,0.20431666666666667,0.0
Motowners Cafe,14,3.0714285714285716,0.6249,,0.2202,,,,
Mount Austin One Two Eat Cafe,87,2.7586206896551726,0.1909,,0.17641612903225806,0.4033,0.08808,-0.12591000000000002,0.0
Movida Hatten Square Malacca,1,1.0,,,0.4404,,,-0.4767,
Mozer's,15,3.2,0.5232,,0.169055,,0.0,0.32254,
Mr Fish Seafood Noodle Atria Shopping Gallery,9,2.7777777777777777,,,0.3429333333333333,,0.0,0.0,0.0
Mr Ho Fine Food,11,1.8181818181818181,0.215475,,0.1101,,-0.4767,0.46715,0.0
Mr Naan & Mrs Idly,12,3.1666666666666665,0.430775,,0.12836875,,,0.28595,0.0
Mr Tuk Tuk,5,2.8,,,0.3051166666666667,,0.0,0.4939,0.0
Mr. & Ms. Cafe,12,2.5,,,0.26166,,-0.24695,0.16208333333333333,
Mr. Dakgalbi,20,2.95,0.1468,,0.1943388888888889,,0.2936,0.08235714285714286,0.0
Mr. Shawerma,63,3.7301587301587302,0.2202,,0.27950314814814814,0.0,0.16811428571428572,0.20828777777777777,0.0
Mr. Steak House,9,2.4444444444444446,0.5232,,0.12852190476190475,,0.0,-0.24911666666666665,
Muar Restaurant,17,3.588235294117647,,,0.2256237012987013,0.2202,0.2202,0.4404,
Muar Station,2,3.0,,-0.2559,,0.0,,-0.061575000000000005,
Mukmin Jaya Seafood,2,3.0,,,0.05735,,,0.0,
Mumbai Palace Restaurant القصر,98,2.6530612244897958,0.14376666666666668,,0.088576432748538,,0.04404,0.11983750000000001,0.105375
Mummy Patz Dayak Café,13,3.0,,,0.36493000000000003,,0.0,,
Mun Choong Restaurant,62,2.8870967741935485,,,0.16776133333333335,,0.0,0.12560185185185185,0.0
Munch,33,3.0,-0.23834999999999998,,0.30057999999999996,,0.0,0.0,0.0
Munch Cafe,7,3.857142857142857,,,0.1468,,,,
Murni Restoran,9,2.7777777777777777,,,0.11744000000000002,,,0.0,0.0
Museum Restaurant,4,3.75,,,0.4017875,,,0.4939,0.0
My Biryani House,1,4.0,,,0.0,,0.0,,
My Chef Seafood Restaurant,24,3.2083333333333335,,,0.1201,,0.1681,0.4577,-0.4767
My Home Style,36,3.3055555555555554,,,0.278593137254902,0.4404,0.123475,0.29045000000000004,0.142975
My Own Cafe,79,3.8987341772151898,0.20095,,0.27125217391304346,0.4404,0.27977777777777774,0.44497692307692305,0.0
My Village Barok,108,2.7314814814814814,0.21075,,0.27721999999999997,0.4404,0.08808,-0.028962500000000002,0.0
NADODI,26,3.8076923076923075,0.4404,,0.3382386363636364,,0.2936,0.404575,0.0
NALE - The Nasi Lemak company,1,3.0,,,-0.16176666666666667,,,,
NOSH by Poké Twins,4,4.0,,,0.5016666666666666,,,,
NZ Curry House,51,3.0588235294117645,0.4033333333333333,,0.13557864583333334,0.2083,0.0,0.12219358974358974,0.0
Na Sook Thai Kitchen Shah Alam,1,4.0,,,0.2553,,,,
Naan Lounge,1,1.0,,,0.0,,,,0.0
Nadodi KL,24,4.041666666666667,0.17015000000000002,,0.2877681818181818,,0.0,0.3026875,0.0
Nagasari Curry House,60,2.533333333333333,,0.0,0.16477999999999998,0.2202,0.0,0.053825,0.0
Nagoya Seafood Restaurant寶立海鮮樓,40,2.25,,,0.024430769230769225,,0.10606666666666666,0.15253333333333333,
Naj & Belle,14,3.2142857142857144,,,0.20477592592592592,,0.0,0.0,0.0
Naj & Belle SS15 Courtyard,123,2.682926829268293,0.3893625,,0.22388909090909093,0.296,-0.0397,0.07127962962962962,0.0
Naked Restaurant & Bar,8,3.0,,,0.14365,,,,0.0
Nam Heong Chicken Rice,115,2.5652173913043477,,-0.2202,0.14672858843537415,0.0,0.0,-0.05998888888888889,0.0
Nam Heong Chicken Rice Chinatown,15,3.0,,,0.082475,,0.0,0.03736666666666668,-0.4588
"Nam Heong Vintage, Pavilion Elite",128,2.1328125,0.32590714285714284,,0.0043537286612758295,,0.253075,-0.190435,0.0
Nam Moon Korean BBQ,5,2.2,,,0.2397,,,-0.04573333333333333,0.0
Nam Nam Vietnamese Cafe,16,3.125,,,0.14281041666666666,,,0.35971333333333333,
Nam Restaurant,9,3.0,0.51315,,0.16170833333333332,,0.0,0.16667500000000002,
Nana's Green Tea,4,2.25,,,0.2202,,,,
Nancy Beef Noodle,1,3.0,,,0.148,,,,
Nancy Beef Noodles,31,3.6451612903225805,,,0.2882416666666667,,0.0,0.2202,
Nancy's Kitchen,121,2.603305785123967,0.13133333333333333,,0.14457157142857144,0.07136666666666668,0.1173611111111111,0.021490740740740737,0.03261083333333333
Nancy's Kitchen Restaurant,308,2.7012987012987013,0.22547727272727272,0.09084999999999999,0.1466327453468697,0.071325,0.017784615384615385,0.1127045321637427,0.026957500000000002
Nando's,55,2.8545454545454545,0.25286666666666663,,0.10048161290322581,0.0,0.0,0.009007692307692307,0.0
Nando's AEON Tebrau,6,3.3333333333333335,0.4019,,0.2202,,0.2263,0.4939,0.0
Nando's Nu Sentral,17,2.176470588235294,0.21075,,-0.0411125,,,-0.03685833333333334,0.0
Nandos,16,2.625,,,0.13422499999999998,,0.2263,-0.1399375,0.0
Narrow Marrow,49,3.489795918367347,0.2250625,,0.27031,,,0.07195625,
Nasi Atan,21,3.619047619047619,,0.0,0.1815875,0.5106,,0.46715,0.0
Nasi Ayam Hainan Chee Meng,28,2.75,-0.4767,,0.1290671052631579,0.18874285714285716,0.2936,-0.04428,0.0
Nasi Ayam Hoe Kee,182,2.8076923076923075,0.21075,,0.13584666666666667,,0.09009666666666666,0.09525789473684211,0.009822727272727273
Nasi Bukit Padang Jawa,2,4.0,,,0.2202,,0.0,,0.0
Nasi Dagang Pak Malau,75,3.2133333333333334,,0.0,0.16994720430107527,0.0,0.10550909090909091,0.11540833333333333,0.0796125
Nasi Kandar Merlin,43,3.8372093023255816,,,0.2888455555555556,0.34,0.0,0.20095,0.0
Nasi Kandar Pelita,125,3.064,0.2202,-0.5106,0.16232694805194806,0.06775714285714286,0.037975,0.1707340579710145,-0.004033333333333333
Nasi Kandar Pokok Ketapang,86,3.011627906976744,,,0.29804117647058825,0.4404,0.10415,0.019275,0.056575
Nasi Kandar Utara,1,5.0,,,0.5574,,0.5106,,
Nasi Kukus Ilham @ Mutiara Damansara,74,3.1621621621621623,,,0.18081875,,0.0,-0.2534092592592592,-0.16176666666666667
Nasi Lemak Cinta Sayang,3,2.3333333333333335,,,0.4404,,,0.0,
Nasi Lemak Esso,1,3.0,,,0.4588,,,,0.0
Nasi Lemak Ganja,17,3.2941176470588234,0.0,,0.10209285714285714,,0.4404,-0.04349166666666667,
Nasi Lemak Lobster JB,7,2.0,,,0.0,,0.13545000000000001,0.1531,0.0
Nasi Lemak Saleha,8,3.25,,,0.20192142857142859,,0.0,0.1468,0.0
"Nasi Lemak Ultra, Imut's Hall & The Black Kitchen",7,4.428571428571429,,,0.0,,,0.4404,
Nasi Lemak Wanjo,14,3.0,,,0.06987142857142857,0.0,0.04933333333333333,0.0,0.0
Nasi Lemak Warisan Bachang,1,4.0,,,,0.0,0.14049999999999999,,
Natalina Italian Kitchen,2,4.5,,,0.26971666666666666,,,0.4939,
Nathalie Gourmet Studio,8,3.375,0.2023,,0.2222525,,,0.1744,
Nature's Vegetarian Restaurant,35,3.1142857142857143,0.4404,-0.4404,0.2377794871794872,,0.0,-0.5423,0.0
Naughty Babe Dirty Duck,11,3.0,0.0,,-0.1231875,,0.31845,0.050199999999999995,0.0
Naughty Bali,29,3.0344827586206895,0.32413333333333333,,0.09778333333333333,,0.0502375,0.2162222222222222,0.0
Naughty Nuri's,79,3.569620253164557,0.286335,,0.27449449612403104,0.0,0.0,0.26964322916666666,0.12985000000000002
Naughty Nuri's @ Atria Shopping Gallery(Non Halal),88,2.7386363636363638,0.363425,,0.15678317460317462,,0.2202,0.10174411764705883,0.1468
Naughty Nuri's Subang The Courtyard,29,3.103448275862069,0.56775,,0.09046388888888889,0.09545,0.3374333333333333,0.30661,0.0
Neighbour's Coffee Bar,1,3.0,,,0.0618,,,,
Nero Nero,163,3.3496932515337425,0.36531,,0.22077560495626825,0.0,-0.1254909090909091,0.3019276923076923,0.0781125
Neroteca,37,2.7567567567567566,0.38544,-0.27115,0.1277032608695652,,0.06291428571428571,0.3357769230769231,0.035124999999999997
New Atmosfera Restaurant,11,2.3636363636363638,,,-0.020328125000000002,,0.0,-0.4588,
New Atmosferah Restaurant,132,2.4318181818181817,0.4939,-0.5423,0.22891392156862744,,0.12728,-0.15975333333333333,-0.1075
New Chapter by The Owls Cafe,12,3.0,0.305575,,0.2475166666666667,,,-0.01840000000000001,
New Generation Restaurant,1,1.0,,,,,,-0.296,
New Hong Kong Restaurant,15,2.2,0.4761,,0.051954761904761906,,0.0,-0.00726,0.0
New Hong Kong Restaurant (JB) 新香港,68,2.4411764705882355,0.4215,,0.11963461538461538,,0.0,-0.10085625000000001,0.0
New Lucky Sea Foods Restaurant,11,2.727272727272727,,,0.03232857142857143,,0.0,0.037,0.0
New Lucky Seafood Restaurant,105,2.8285714285714287,0.105375,,0.14453115942028985,0.30114,0.040590909090909094,-0.04944363636363638,0.0
New Paris Restaurant,122,2.622950819672131,,,0.14161300653594772,-0.186925,0.040946666666666666,0.10621304347826087,0.0
New Thompson Seafood,20,2.8,,,0.0,,-0.1589,-0.4767,
New Water Garden Hawker Centre LGK,25,2.8,,,0.08043125,,,0.0,
New Wonderful Place,14,2.9285714285714284,,,0.4215,,,,0.0
New Zealand Unlimited,23,3.1739130434782608,0.4967,,0.161005,,0.31245,0.25305625,
New Zealand Unlimited Restaurant at Puteri Harbour,15,2.1333333333333333,,,0.09002777777777778,0.0,0.0,-0.18726666666666666,0.0
Newens Tea House,12,3.25,0.4215,,0.093275,0.5719,,0.43095,
Nick's Restaurant & Bar,3,3.0,0.0,,0.0,0.4215,,0.0,
Nido Cafe Malacca,1,4.0,0.0,,0.0,,0.6249,,0.4404
Nijyumaru Japanese Restaurant,12,2.5,,,0.19956583333333333,,0.2202,0.2292833333333333,-0.1147
Nijyumaru Japanese Restaurant (Sutera Utama),76,3.4342105263157894,0.2023,,0.19377367647058824,,0.11247777777777777,0.15005000000000002,0.1369
Nipah,7,4.714285714285714,0.5719,,0.0,-0.148,0.0,0.30606666666666665,0.0
Nipah at EQ,36,3.5555555555555554,0.5229,0.4019,0.2612333333333333,,0.0,0.2618625,0.0
Nirawan 9,5,2.8,0.4404,,0.048933333333333336,,0.3182,,
Nirawan9 Royal Thai Cuisine,44,2.840909090909091,0.4404,,0.19171892857142858,-0.065025,0.0,-0.1826875,0.0
Nizza,21,4.285714285714286,0.48514999999999997,,0.38775333333333334,,0.0,0.47816000000000003,0.5859
Nizza Restaurant @ Sofitel Kuala Lumpur Damansara,11,2.4545454545454546,,,0.40293333333333337,,0.0,0.03304,
No Black Tie,28,2.25,0.21965714285714286,,0.02744166666666666,0.0,0.0,-0.06782142857142857,0.0
No Eyed Deer,38,3.473684210526316,0.26234999999999997,,0.21347727272727274,0.21075,0.148,0.21115,
No.6 & 33 Ling Loong Seafood,32,2.96875,0.0,,0.23958888888888888,0.4404,0.074,0.0,0.26335
Noah Art Cafe,45,2.911111111111111,0.41913333333333336,,0.1765135101010101,0.3119,0.0,0.11995,0.0
Noble House,10,3.4,0.02882499999999999,,0.21425999999999998,-0.11315,0.0,0.4577,0.0
Nobu Kuala Lumpur,234,2.6495726495726495,0.28879473684210527,,0.1549990187764991,0.2932222222222222,0.04831666666666667,0.09329846405228757,0.011684374999999999
Nok An Net Three Power Thai Food,9,3.3333333333333335,,,0.3503,,0.43095,0.4215,
Noodleface A Meatless Cuisine,1,3.0,,,0.0,,,,
Noodles House,2,3.5,,,0.1806,,,,
"Nook, Aloft Langkawi Pantai Tengah",15,4.133333333333334,0.56775,,0.2955983333333333,0.4404,,0.22313333333333332,0.138375
Noor Indian Restaurant,1,1.0,,,,,,,
Noor Indian Restaurant SDN.BHD,2,3.0,,,,,,,
Nosh By Poke Twins,1,5.0,,,0.4019,,,,
Nur Imam Restaurant,6,3.8333333333333335,,,0.09531666666666666,,,,
Nur Tahara Nasi Arab & Nasi Beriani,2,2.0,,,0.0,,0.0,,0.0
Nur Tahara Restaurant,69,2.898550724637681,0.4404,-0.019250000000000017,0.1859925925925926,,0.0,-0.06040000000000001,0.0
Nuraddin Cafe,2,5.0,,,0.5719,,,0.4939,
Nyonya / June's Kitchen,1,3.0,,,,,,,
Nyonya 63,38,3.289473684210526,0.47800833333333337,,0.23116770833333333,-0.1027,-0.08925,0.073975,0.0
Nyonya Breeze Desire,39,3.3846153846153846,0.0,,0.15702941176470586,,0.037,0.13045,0.0
Nyonya Colors Nu Sentral,8,2.625,,,0.1101,,,-0.054799999999999995,0.0
Nyonya Delight - Homestyle Nyonya Food,3,2.3333333333333335,,,0.10001666666666666,,,,
Nyonya Makko Restaurant,135,2.637037037037037,-0.038169999999999996,0.0,0.15422992828456683,0.31245,0.014366666666666665,-0.06634102564102565,0.0
Nyonya Manis Sayang,6,2.1666666666666665,-0.4767,,0.09866666666666667,,0.0,0.0,0.0
Nyonya Neo Restaurant,1,5.0,0.4404,,0.0,,,,
Nyonya Su Pei Private Dining / Heritage Artisans,2,4.0,,,,-0.4767,,,
O'Galito,30,2.8,-0.013800000000000007,,0.2189441666666667,0.1468,0.0,0.14375833333333335,0.0
ON3 Kopitiam,6,3.1666666666666665,,,0.253075,-0.27115,,0.0,
OZEKI Tokyo Cuisine,20,2.75,0.31245,,0.3000239393939394,0.0,0.1468,0.0875625,-0.15293333333333334
Ocean Cafe,4,3.5,,,0.4404,,,,
Ocean Green Restaurant,124,2.2903225806451615,0.5037,,0.16436063131313133,0.015074999999999991,-0.01795,-0.13329382716049384,0.0
Odiya Cafe,17,2.5294117647058822,0.4215,,0.04526,,0.0,-0.16495,0.0
Okonomi,6,3.6666666666666665,,,0.253075,,0.31245,0.0,
Old Andersonian Cafeteria,9,3.0,,,0.0727375,,,0.453225,
Old Baazar Cafe / Daniel's Kitchen,6,3.1666666666666665,-0.2202,,0.23896666666666666,0.5859,0.0,0.4939,
Old China Cafe,226,2.8672566371681416,0.22413808510638297,,0.1897407894736842,0.4404,0.11963636363636364,-0.021114920634920636,0.013436842105263158
Old Rex Cucur Udang Cafe,65,3.353846153846154,,,0.22150897435897438,,0.0,0.2202,0.0
Old Shanghai,126,3.2142857142857144,0.41684035087719296,,0.27527998251748254,0.48652500000000004,0.17616,0.196778125,0.0
Old Town Kopitiam,13,2.8461538461538463,,,0.004122222222222225,,,0.24695,0.2202
Old Town White Coffee,45,2.6222222222222222,0.156225,-0.29965,0.14275065476190477,0.31245,0.0,0.06630384615384616,0.11315
Old Village Satay Celup Restaurant,2,4.0,,,0.0,,,,
OldTown White Coffee Grand,1,3.0,,,,,,,
Ole Ole Bali Balinese Specialties,24,3.125,0.21452999999999997,,0.1437,,0.0,-0.16105,0.0
Ole-Ole Bali @ Empire Shopping Gallery,60,3.033333333333333,0.4215,,0.2924423076923077,0.17020000000000002,0.0,0.224445,-0.12040000000000001
Oleg Inspired By G Cafe,1,3.0,,,,,,,
Olio Italian Restaurant,12,2.4166666666666665,0.1556125,,0.05026041666666667,,,0.025219047619047617,0.0
Olive Kitchen + Bar,27,3.1481481481481484,0.453225,0.0,0.19069895833333333,0.4341,0.6369,0.10815333333333334,0.02263
Olive Kitchen + Bar Penang,63,3.5555555555555554,0.0,,0.3823485294117647,0.4404,0.0,0.05452857142857143,0.0
Olive Kitchen Bar Puteri Harbour,52,2.9615384615384617,0.4613333333333333,,0.19082619047619045,,0.0,-0.007762499999999999,0.0
Olive at the Bay,8,1.875,,,0.3374333333333333,0.0,,-0.1959666666666667,
Olivenz Cafe,3,3.0,,,0.2202,0.0,,,
Oliver Gourmet,31,2.3870967741935485,,,0.16030000000000003,,,0.028849999999999987,0.0
Olives Oregano,2,4.0,,,0.0714875,,,0.5719,
Omakase + Appreciate,6,3.5,0.0,,,,,-0.352875,0.4404
Ombak Bistro,2,3.0,,,,,,0.0,
Ombak Kitchen,7,2.857142857142857,0.28595,,0.20095,,0.2263,0.4939,0.0
Omulab,107,2.8598130841121496,0.292525,,0.10732672558922558,-0.11315,0.03182,0.2422245098039216,-0.02302058823529412
On 3 Kopitiam,65,2.9076923076923076,,,0.16727916666666665,0.4404,0.0,0.12105,0.0
Once Upon A Cafè,30,2.1666666666666665,0.4215,,0.28414999999999996,,0.4404,-0.3477333333333334,0.0
Once Upon A Café,11,2.3636363636363638,0.46715,,-0.09988125,,,0.1771125,0.0
Onde Onde,13,3.076923076923077,0.0,,0.0734,0.4404,0.0,0.08808,0.0
One Degree 33 Cafe,3,2.6666666666666665,,,0.0,,-0.3412,0.4404,
One Half,72,3.1666666666666665,0.283625,,0.2926913580246914,-0.11315,0.0,0.03834907407407408,0.0
One Roof Cafe 合家欢,14,3.357142857142857,,,0.3174375,,0.0,0.5594,0.0
One Serambi Cafe,9,3.111111111111111,0.0,,0.37829999999999997,,0.0,0.32034999999999997,
OneSixFive,4,3.25,0.6249,,0.12788333333333335,0.4404,,0.142425,
Only Mee,1,3.0,,,,,,,
Open House,5,2.6,,,,,,0.24003333333333332,
Opium KL,135,3.933333333333333,0.333265625,,0.2908005868544601,0.4742166666666667,0.211275,0.4008076923076923,0.27286666666666665
Opus Bistro,36,3.1944444444444446,0.43518,,0.2053280701754386,0.1101,0.0,0.2151,0.0
Oregi Restaurant,7,3.0,,,0.0,,,,
Organic Express,32,3.4375,0.0,,0.15605,0.0,0.0,0.21238,0.0
Ori Thai Mookata,1,3.0,,,0.0,,,0.296,
Oriental Café,34,1.4411764705882353,,,-0.1751924,,0.0,-0.1875,
Oriental Cottage Cafe,48,2.6875,0.3028066666666666,,0.1925422619047619,,0.035124999999999997,0.4378375,
Oriental Cravings,11,2.090909090909091,0.4404,,0.08808,,0.0,-0.33370000000000005,0.0
Oriental Pavilion 大港城酒家,83,2.8433734939759034,0.510525,-0.4767,0.18732407407407406,0.2873,0.0,-0.07504130434782609,0.0
Orinea by Farquhar Mansion,113,3.3451327433628317,0.3175935185185185,,0.21020503144654087,0.0,0.057800000000000004,0.29653703703703704,0.0
Orkid Ria Seafood Restaurant,88,2.8636363636363638,0.42115,,0.12950564814814816,0.6249,0.08219,0.14928333333333335,0.0
Our Kitchen Nyonya Restaurant,6,2.6666666666666665,0.0,,0.03804000000000002,,,-0.3612,
Our Place Cafe,1,3.0,0.0,,0.0,0.5106,,,
Out of Africa Restaurant & Kudu Bar,59,3.440677966101695,0.317,0.4404,0.2784875,-0.2263,0.0,0.1476537037037037,0.0
Outback Steakhouse BB Park,84,2.5357142857142856,0.32345,,0.14793489583333333,0.6249,0.07275000000000001,0.1617267857142857,0.0
Overseas Restaurant,64,2.90625,0.10115,,0.12626661600810538,,0.035375000000000004,0.003976190476190474,0.08281666666666666
Overseas Seafood Restaurant,15,2.933333333333333,,,0.02579999999999999,,,-0.27115,0.0
P.S. Tokyo,29,3.310344827586207,0.17562499999999998,0.296,0.20471,,0.0,0.008599999999999997,
PIZZA HUT AEON BKT INDAH,2,1.0,,,,,,0.0,
PLOY,34,3.0294117647058822,0.24897999999999998,,0.1210470588235294,,0.31245,0.16896875,0.0
PLOY Publika,7,3.142857142857143,,,0.34328333333333333,,0.4404,0.1468,0.0
POP PIZZA,63,2.111111111111111,0.4215,0.0,0.09294883333333334,0.6249,0.0,0.18657063492063491,0.0
"PRIME , Le Méridien Kuala Lumpur",61,3.2950819672131146,0.2873,,0.223671975308642,,0.050575,0.31425227272727274,0.0
PS Spice Kitchen,1,5.0,,,0.6249,,,0.4939,
Padi House,3,3.0,0.0,,0.24833333333333332,,,,
Padi House Greentown Ipoh,104,2.9038461538461537,0.34636666666666666,,0.19628958333333332,,0.05581666666666666,0.07542499999999999,0.0
Pahlung Cafe,8,4.25,,,0.04404,,0.0,,
Pahn-Thai Restaurant,77,3.155844155844156,0.46825,,0.14726969696969697,0.45754,0.19576,0.24219615384615387,0.21230000000000002
Paik’s Pan Sizzling Korean Chicken,1,1.0,,,0.0,,,,0.0
Pak Hj Ya Chicken Rice Restaurant,97,2.597938144329897,,0.0,0.13834333333333332,0.19063333333333332,0.10716666666666666,0.12978499999999998,0.0
Pak Li Kopitiam,2,3.0,,,,,,0.2202,
Pak Li Kopitiam Shah Alam 7,3,2.3333333333333335,,,0.4404,,,0.4939,
Pak Loh Chiu Chow,7,3.7142857142857144,0.4215,,0.0734,0.0,0.4404,0.5386500000000001,
Pak Punjab,2,4.0,,,0.0,,,0.4939,
Pak Putra Restaurant,277,3.0288808664259927,,-0.4767,0.2178614114114114,,0.02820434782608696,-0.09536805555555555,0.025995454545454544
Pak Putra Tandoori & Naan Restaurant,9,2.7777777777777777,,-0.5423,0.22771249999999998,,,0.0,
Pak Sawadee,1,2.0,,,0.0,,,0.39495,
PakNil's BBQ & Grill,1,3.0,,,0.0,,,0.0,0.0
Pakeeza Restaurant,37,2.891891891891892,0.3021285714285714,0.296,0.17772992424242423,0.0,0.1468,0.12264285714285714,0.0
Pakeeza Restaurant & Catering,152,3.2302631578947367,0.15236666666666668,,0.2720715238095238,0.09759999999999999,0.08600000000000001,0.06467,0.0
Palate Restaurant,16,2.875,0.4215,,0.24930000000000002,,,-0.027600000000000013,0.0
Palillos 'Spanish Yakitori Bar',5,3.8,0.4404,,0.2202,,,0.4939,
Palladium Cafe,1,3.0,,,,0.0,,,
Palm Garden Coffee House,1,1.0,,,,,,,
Pampas Reserve Grill & Bar,26,3.3461538461538463,0.30952999999999997,,0.37041538461538465,,0.23775000000000002,0.3866777777777778,
Pampas Reserve Steakhouse,36,2.9444444444444446,0.4966714285714286,,0.21164907407407407,0.0,-0.5423,-0.015812500000000004,-0.05135
Pampas Sky Dining Steakhouse,93,2.4946236559139785,0.31895,,0.14922445302445303,0.21906666666666666,0.11407777777777778,0.15149855072463767,0.0
Pampas at Old Malaya,30,2.6666666666666665,0.205,,0.14632615384615383,0.0,0.1468,0.17497692307692309,0.0
Pan & Tamper,12,3.0,0.32084999999999997,,0.22874583333333334,0.4404,0.0,0.28847500000000004,
Pan Heong Restaurant,4,2.5,,,0.16333333333333333,,,,0.0
Pan Kobo Cafe,2,5.0,,,0.5719,0.0,,,
Pan Kobo Japanese Bakery,22,3.409090909090909,,,0.24328994708994708,0.105375,0.0,0.24695,
"Panera Caterer (Cakes, Bread, Desserts, Savouries and Danish)",2,5.0,,,0.0,0.47550000000000003,,,
Pangkor Curry Fish Head,3,2.3333333333333335,,,-0.5423,,0.0,,
Pantry By Pots,1,4.0,,,,,,,
Pantry by Pots,1,1.0,,,,,,,
Papa's Cafe,3,3.0,,,-0.2979888888888889,,,,
"Pappa Rich, City Square",5,1.8,,,-0.03423333333333333,,0.0,0.4404,0.0
PappaRich,2,3.0,,,0.2263,,,0.0,
"PappaRich City Square, JB",15,1.2,,,-0.07498,,0.0,-0.0121,
PappaRich Langkawi,55,2.8,,,0.29607222222222224,0.4404,0.3182,-0.17443333333333333,0.0
Papparich Nu Sentral,15,3.3333333333333335,0.3051333333333333,,0.0539030303030303,,0.039775,0.2827,0.0
Paradise Dynasty @ Bangsar Village II,54,3.5,0.4291125,,0.2752117333333333,,0.6249,0.15752192982456142,0.0
Paradise Dynasty Bangsar Village II,22,3.0454545454545454,0.2873,,0.21256153846153847,,0.4404,0.26867037037037034,0.0
Paradise restaurant kuala lumpar,6,2.8333333333333335,,,0.376425,,-0.17,0.0,
Paris restaurant hakka mee stall,38,2.5526315789473686,,,0.09453333333333333,,0.0,0.0,0.0
Passage Thru India,121,2.669421487603306,0.3057853535353535,,0.14962991869918701,0.008419999999999993,0.07796875,-0.017785,0.09482499999999999
Passage Thru India - Damansara,8,3.625,0.21075,,0.3085729166666667,,,0.363175,
Passage thru' India Damansara,31,3.129032258064516,0.0,,0.187790625,,0.0,-0.028833333333333336,
Pasta Path,32,3.5,0.2263,,0.25585,,0.15718333333333334,-0.1028,
Pasta Zanmai,8,2.25,,,-0.50055,0.5106,,-0.017188888888888903,
Pasta Zanmai NU Sentral,8,2.5,0.41169999999999995,,0.15286,,0.0,-0.01815,0.0
Patin Mania,1,4.0,,,,,,,
Paul Loiis,9,3.3333333333333335,,,0.08557999999999999,0.0,0.0,-0.5423,
Pavilions Lounge,2,3.0,,,,,,,
Paws & Catz Cafe,2,2.0,0.4404,,0.0,,0.0,,
